State,Government,Mode,Type,Year,Amount (thousands)
North Carolina,Local,Highway,Expenditure,2018,988435
North Carolina,Local,Highway,Expenditure,2017,964484
North Carolina,Local,Highway,Expenditure,2016,876081
North Carolina,Local,Highway,Expenditure,2015,793206
North Carolina,Local,Highway,Expenditure,2014,770468
North Carolina,Local,Highway,Expenditure,2013,820232
North Carolina,Local,Highway,Expenditure,2012,882009
North Carolina,Local,Highway,Expenditure,2011,891224
North Carolina,Local,Highway,Expenditure,2010,778393
North Carolina,Local,Highway,Expenditure,2009,847676
North Carolina,Local,Highway,Expenditure,2008,790316
North Carolina,Local,Highway,Expenditure,2007,805967
North Carolina,Local,Highway,Expenditure,2006,730103
North Carolina,Local,Highway,Expenditure,2005,678273
North Carolina,Local,Highway,Expenditure,2004,640722
North Carolina,Local,Transit,Expenditure,2021,721349
North Carolina,Local,Transit,Expenditure,2020,804008
North Carolina,Local,Transit,Expenditure,2019,709564
North Carolina,Local,Transit,Expenditure,2018,748870
North Carolina,Local,Transit,Expenditure,2017,769826
North Carolina,Local,Transit,Expenditure,2016,749389
North Carolina,Local,Transit,Expenditure,2015,681429
North Carolina,Local,Transit,Expenditure,2014,543629
North Carolina,Local,Transit,Expenditure,2013,495020
North Carolina,Local,Transit,Expenditure,2012,502345
North Carolina,Local,Transit,Expenditure,2011,427011
North Carolina,Local,Transit,Expenditure,2010,422520
North Carolina,Local,Transit,Expenditure,2009,422780
North Carolina,Local,Transit,Expenditure,2008,433255
North Carolina,Local,Transit,Expenditure,2007,490844
North Carolina,Local,Transit,Expenditure,2006,487641
North Carolina,Local,Transit,Expenditure,2005,378046
North Carolina,Local,Transit,Expenditure,2004,364766
North Carolina,State,Highway,Expenditure,2021,7717806
North Carolina,State,Highway,Expenditure,2020,9119416
