State,Mode,Year,Commute mode share (percent)
Connecticut,Carpool,2014,0.080764917
Connecticut,Drove alone,2014,0.781314361
Connecticut,Bicycle,2013,0.002978419
Connecticut,Walked,2013,0.031498322
Connecticut,"Taxi, motorcycle, or other",2013,0.008570082
Connecticut,Public transportation,2013,0.051341585
Connecticut,Worked at home,2013,0.043273185
Connecticut,Carpool,2013,0.082885409
Connecticut,Drove alone,2013,0.779452998
Connecticut,Bicycle,2012,0.003330971
Connecticut,Walked,2012,0.029783172
Connecticut,"Taxi, motorcycle, or other",2012,0.009638812
Connecticut,Public transportation,2012,0.047723663
Connecticut,Worked at home,2012,0.041392678
Connecticut,Carpool,2012,0.082335788
Connecticut,Drove alone,2012,0.785794917
Connecticut,Bicycle,2011,0.002968287
Connecticut,Walked,2011,0.030021834
Connecticut,"Taxi, motorcycle, or other",2011,0.009621364
Connecticut,Public transportation,2011,0.046769073
Connecticut,Worked at home,2011,0.042332715
Connecticut,Carpool,2011,0.086952278
Connecticut,Drove alone,2011,0.781334449
Connecticut,Bicycle,2010,0.002533353
Connecticut,Walked,2010,0.028313124
Connecticut,"Taxi, motorcycle, or other",2010,0.008450368
Connecticut,Public transportation,2010,0.044969659
Connecticut,Worked at home,2010,0.039361848
Connecticut,Carpool,2010,0.079596842
Connecticut,Drove alone,2010,0.796774806
Delaware,Bicycle,2022,0.003881896
Delaware,Walked,2022,0.020920349
Delaware,"Taxi, motorcycle, or other",2022,0.011234927
Delaware,Public transportation,2022,0.014350204
Delaware,Worked at home,2022,0.150584623
Delaware,Carpool,2022,0.071336194
Delaware,Drove alone,2022,0.727691807
Delaware,Bicycle,2021,0.003541721
Delaware,Walked,2021,0.013006779
Delaware,"Taxi, motorcycle, or other",2021,0.014116445
Delaware,Public transportation,2021,0.016261215
Delaware,Worked at home,2021,0.185588375
Delaware,Carpool,2021,0.062715875
Delaware,Drove alone,2021,0.704769591
Delaware,"Taxi, motorcycle, or other",2020,0.044254139
Delaware,Public transportation,2020,0.013883303
Delaware,Worked at home,2020,0.166479645
Delaware,Carpool,2020,0.078082469
Delaware,Drove alone,2020,0.697300444
Delaware,Bicycle,2019,0.00231943
Delaware,Walked,2019,0.022642469
Delaware,"Taxi, motorcycle, or other",2019,0.007801133
Delaware,Public transportation,2019,0.023545668
Delaware,Worked at home,2019,0.051633194
Delaware,Carpool,2019,0.08544385
Delaware,Drove alone,2019,0.806614257
Delaware,Bicycle,2018,0.002787675
Delaware,Walked,2018,0.023679775
Delaware,"Taxi, motorcycle, or other",2018,0.008122251
Delaware,Public transportation,2018,0.021550363
Delaware,Worked at home,2018,0.056855759
Delaware,Carpool,2018,0.091162717
Delaware,Drove alone,2018,0.79584146
Delaware,Bicycle,2017,0.003635266
Delaware,Walked,2017,0.022206231
Delaware,"Taxi, motorcycle, or other",2017,0.008584428
Delaware,Public transportation,2017,0.022280514
Delaware,Worked at home,2017,0.051597103
Delaware,Carpool,2017,0.071219648
Delaware,Drove alone,2017,0.82047681
Delaware,Bicycle,2016,0.003023315
Delaware,Walked,2016,0.018592929
Delaware,"Taxi, motorcycle, or other",2016,0.006982309
Delaware,Public transportation,2016,0.026768172
Delaware,Worked at home,2016,0.044762358
Delaware,Carpool,2016,0.089827503
Delaware,Drove alone,2016,0.810043415
Delaware,Bicycle,2015,0.003746745
Delaware,Walked,2015,0.021884343
Delaware,"Taxi, motorcycle, or other",2015,0.007053762
Delaware,Public transportation,2015,0.027435327
Delaware,Worked at home,2015,0.047322766
Delaware,Carpool,2015,0.078770034
Delaware,Drove alone,2015,0.813787023
Delaware,Bicycle,2014,0.002428893
Delaware,Walked,2014,0.022331553
Delaware,"Taxi, motorcycle, or other",2014,0.010573504
Delaware,Public transportation,2014,0.02906161
Delaware,Worked at home,2014,0.044361795
Delaware,Carpool,2014,0.076206511
Delaware,Drove alone,2014,0.815036134
Delaware,Bicycle,2013,0.004042102
Delaware,Walked,2013,0.02148075
Delaware,"Taxi, motorcycle, or other",2013,0.007663939
Delaware,Public transportation,2013,0.03522437
Delaware,Worked at home,2013,0.037413055
Delaware,Carpool,2013,0.090784385
Delaware,Drove alone,2013,0.803391399
Delaware,Bicycle,2012,0.003230754
Delaware,Walked,2012,0.022636608
Delaware,"Taxi, motorcycle, or other",2012,0.009267972
Delaware,Public transportation,2012,0.02542174
Delaware,Worked at home,2012,0.044009832
Delaware,Carpool,2012,0.080676396
Delaware,Drove alone,2012,0.814756698
Delaware,Bicycle,2011,0.00222135
Delaware,Walked,2011,0.021100411
Delaware,"Taxi, motorcycle, or other",2011,0.00765185
Delaware,Public transportation,2011,0.032737199
Delaware,Worked at home,2011,0.036194505
Delaware,Carpool,2011,0.088832298
Delaware,Drove alone,2011,0.811262387
Delaware,Bicycle,2010,0.001559236
Delaware,Walked,2010,0.022383701
Delaware,"Taxi, motorcycle, or other",2010,0.011016127
Delaware,Public transportation,2010,0.029979408
Delaware,Worked at home,2010,0.036535625
Delaware,Carpool,2010,0.094712457
Delaware,Drove alone,2010,0.803813446
District of Columbia,Bicycle,2022,0.030242577
District of Columbia,Walked,2022,0.096659116
District of Columbia,"Taxi, motorcycle, or other",2022,0.026939935
District of Columbia,Public transportation,2022,0.186667487
District of Columbia,Worked at home,2022,0.337642368
District of Columbia,Carpool,2022,0.037540481
District of Columbia,Drove alone,2022,0.284308036
District of Columbia,Bicycle,2021,0.021195764
District of Columbia,Walked,2021,0.067397672
District of Columbia,"Taxi, motorcycle, or other",2021,0.025669923
District of Columbia,Public transportation,2021,0.116184085
District of Columbia,Worked at home,2021,0.482923908
District of Columbia,Carpool,2021,0.030483034
District of Columbia,Drove alone,2021,0.256145614
District of Columbia,"Taxi, motorcycle, or other",2020,0.140030588
District of Columbia,Public transportation,2020,0.205045172
District of Columbia,Worked at home,2020,0.349433637
District of Columbia,Carpool,2020,0.03356395
District of Columbia,Drove alone,2020,0.271926653
District of Columbia,Bicycle,2019,0.040240698
District of Columbia,Walked,2019,0.134254868
District of Columbia,"Taxi, motorcycle, or other",2019,0.025578032
District of Columbia,Public transportation,2019,0.34152245
District of Columbia,Worked at home,2019,0.073603574
District of Columbia,Carpool,2019,0.055172878
District of Columbia,Drove alone,2019,0.329627499
District of Columbia,Bicycle,2018,0.042762158
District of Columbia,Walked,2018,0.133050455
District of Columbia,"Taxi, motorcycle, or other",2018,0.025477522
District of Columbia,Public transportation,2018,0.344254537
District of Columbia,Worked at home,2018,0.061331641
District of Columbia,Carpool,2018,0.051161254
District of Columbia,Drove alone,2018,0.341962433
District of Columbia,Bicycle,2017,0.049613725
District of Columbia,Walked,2017,0.126871437
District of Columbia,"Taxi, motorcycle, or other",2017,0.027372263
District of Columbia,Public transportation,2017,0.326716927
District of Columbia,Worked at home,2017,0.07370398
District of Columbia,Carpool,2017,0.05193404
District of Columbia,Drove alone,2017,0.343787629
District of Columbia,Bicycle,2016,0.045960288
District of Columbia,Walked,2016,0.136701969
District of Columbia,"Taxi, motorcycle, or other",2016,0.016098663
District of Columbia,Public transportation,2016,0.360158916
District of Columbia,Worked at home,2016,0.060079403
District of Columbia,Carpool,2016,0.050684145
District of Columbia,Drove alone,2016,0.330316617
District of Columbia,Bicycle,2015,0.041094513
District of Columbia,Walked,2015,0.140067011
District of Columbia,"Taxi, motorcycle, or other",2015,0.013441296
District of Columbia,Public transportation,2015,0.357769091
District of Columbia,Worked at home,2015,0.060111685
District of Columbia,Carpool,2015,0.051531481
District of Columbia,Drove alone,2015,0.335984923
District of Columbia,Bicycle,2014,0.03885595
District of Columbia,Walked,2014,0.131069603
District of Columbia,"Taxi, motorcycle, or other",2014,0.012691583
District of Columbia,Public transportation,2014,0.360596627
District of Columbia,Worked at home,2014,0.049588704
District of Columbia,Carpool,2014,0.055867453
District of Columbia,Drove alone,2014,0.35133008
District of Columbia,Bicycle,2013,0.045400152
District of Columbia,Walked,2013,0.136336784
District of Columbia,"Taxi, motorcycle, or other",2013,0.013360114
District of Columbia,Public transportation,2013,0.384883379
District of Columbia,Worked at home,2013,0.043849046
District of Columbia,Carpool,2013,0.05305268
District of Columbia,Drove alone,2013,0.323117845
District of Columbia,Bicycle,2012,0.041371423
District of Columbia,Walked,2012,0.11895089
District of Columbia,"Taxi, motorcycle, or other",2012,0.0102777
District of Columbia,Public transportation,2012,0.385996327
District of Columbia,Worked at home,2012,0.046387628
District of Columbia,Carpool,2012,0.056404706
District of Columbia,Drove alone,2012,0.340611327
District of Columbia,Bicycle,2011,0.031515543
District of Columbia,Walked,2011,0.117991793
District of Columbia,"Taxi, motorcycle, or other",2011,0.010948465
District of Columbia,Public transportation,2011,0.3958918
District of Columbia,Worked at home,2011,0.047913794
District of Columbia,Carpool,2011,0.064510872
District of Columbia,Drove alone,2011,0.331227734
District of Columbia,Bicycle,2010,0.031302554
District of Columbia,Walked,2010,0.117603643
District of Columbia,"Taxi, motorcycle, or other",2010,0.010606066
District of Columbia,Public transportation,2010,0.383018162
District of Columbia,Worked at home,2010,0.050115093
District of Columbia,Carpool,2010,0.059416885
District of Columbia,Drove alone,2010,0.347937597
Florida,Bicycle,2022,0.004753888
Florida,Walked,2022,0.013686571
Florida,"Taxi, motorcycle, or other",2022,0.01866001
Florida,Public transportation,2022,0.01193768
Florida,Worked at home,2022,0.163930246
Florida,Carpool,2022,0.089895273
Florida,Drove alone,2022,0.697136333
Florida,Bicycle,2021,0.004392221
Florida,Walked,2021,0.012974629
Florida,"Taxi, motorcycle, or other",2021,0.016934687
Florida,Public transportation,2021,0.009748974
Florida,Worked at home,2021,0.166363514
Florida,Carpool,2021,0.084707817
Florida,Drove alone,2021,0.704878159
Florida,"Taxi, motorcycle, or other",2020,0.036024778
Florida,Public transportation,2020,0.012176146
Florida,Worked at home,2020,0.144509047
Florida,Carpool,2020,0.085781304
Florida,Drove alone,2020,0.721508724
Florida,Bicycle,2019,0.005950449
Florida,Walked,2019,0.015719282
Florida,"Taxi, motorcycle, or other",2019,0.019734265
Florida,Public transportation,2019,0.015912636
Florida,Worked at home,2019,0.06982691
Florida,Carpool,2019,0.091418123
Florida,Drove alone,2019,0.781438335
Florida,Bicycle,2018,0.006151829
Florida,Walked,2018,0.013596343
Florida,"Taxi, motorcycle, or other",2018,0.017425794
Florida,Public transportation,2018,0.016511517
Florida,Worked at home,2018,0.06209964
Florida,Carpool,2018,0.093620387
Florida,Drove alone,2018,0.79059449
Florida,Bicycle,2017,0.005745648
Florida,Walked,2017,0.01415124
Florida,"Taxi, motorcycle, or other",2017,0.01685437
Florida,Public transportation,2017,0.017359657
Florida,Worked at home,2017,0.06141112
Florida,Carpool,2017,0.090905573
Florida,Drove alone,2017,0.793572391
Florida,Bicycle,2016,0.006189586
Florida,Walked,2016,0.015040309
Florida,"Taxi, motorcycle, or other",2016,0.015062343
Florida,Public transportation,2016,0.020511445
Florida,Worked at home,2016,0.06003594
Florida,Carpool,2016,0.091581082
Florida,Drove alone,2016,0.791579295
Florida,Bicycle,2015,0.007091022
Florida,Walked,2015,0.014205805
Florida,"Taxi, motorcycle, or other",2015,0.014804334
Florida,Public transportation,2015,0.022031053
Florida,Worked at home,2015,0.055551952
Florida,Carpool,2015,0.089493454
Florida,Drove alone,2015,0.796822379
Florida,Bicycle,2014,0.007446195
Florida,Walked,2014,0.014392634
Florida,"Taxi, motorcycle, or other",2014,0.015366903
Florida,Public transportation,2014,0.020773086
Florida,Worked at home,2014,0.053942678
Florida,Carpool,2014,0.090676792
Florida,Drove alone,2014,0.797401711
Florida,Bicycle,2013,0.006971048
Florida,Walked,2013,0.015264574
Florida,"Taxi, motorcycle, or other",2013,0.015378781
Florida,Public transportation,2013,0.021009155
Florida,Worked at home,2013,0.050780276
Florida,Carpool,2013,0.094193251
Florida,Drove alone,2013,0.796402915
Florida,Bicycle,2012,0.006970447
Florida,Walked,2012,0.015663901
Florida,"Taxi, motorcycle, or other",2012,0.015533162
Florida,Public transportation,2012,0.021705208
Florida,Worked at home,2012,0.049537005
Florida,Carpool,2012,0.097445105
Florida,Drove alone,2012,0.793145172
Florida,Bicycle,2011,0.005801514
Florida,Walked,2011,0.015240594
Florida,"Taxi, motorcycle, or other",2011,0.01569443
Florida,Public transportation,2011,0.02097016
Florida,Worked at home,2011,0.046060877
Florida,Carpool,2011,0.099062173
Florida,Drove alone,2011,0.797170253
Florida,Bicycle,2010,0.006484384
Florida,Walked,2010,0.016527385
Florida,"Taxi, motorcycle, or other",2010,0.014877876
Florida,Public transportation,2010,0.020469427
Florida,Worked at home,2010,0.04612664
Florida,Carpool,2010,0.096270329
Florida,Drove alone,2010,0.799243959
Georgia,Bicycle,2022,0.001547698
Georgia,Walked,2022,0.013174893
Georgia,"Taxi, motorcycle, or other",2022,0.01640011
Georgia,Public transportation,2022,0.010573473
Georgia,Worked at home,2022,0.163363883
Georgia,Carpool,2022,0.089678059
Georgia,Drove alone,2022,0.705261884
Georgia,Bicycle,2021,0.001454013
Georgia,Walked,2021,0.011896253
Georgia,"Taxi, motorcycle, or other",2021,0.01492712
Georgia,Public transportation,2021,0.007091626
Georgia,Worked at home,2021,0.18182913
Georgia,Carpool,2021,0.08264913
Georgia,Drove alone,2021,0.700152728
Georgia,"Taxi, motorcycle, or other",2020,0.031845875
Georgia,Public transportation,2020,0.014537933
Georgia,Worked at home,2020,0.157784898
Georgia,Carpool,2020,0.083445749
Georgia,Drove alone,2020,0.712385545
Georgia,Bicycle,2019,0.002000692
Georgia,Walked,2019,0.014926129
Georgia,"Taxi, motorcycle, or other",2019,0.017558289
Georgia,Public transportation,2019,0.019822378
Georgia,Worked at home,2019,0.069441147
Georgia,Carpool,2019,0.092571524
Georgia,Drove alone,2019,0.783679841
Georgia,Bicycle,2018,0.002084428
Georgia,Walked,2018,0.014930799
Georgia,"Taxi, motorcycle, or other",2018,0.015976591
Georgia,Public transportation,2018,0.020071842
Georgia,Worked at home,2018,0.059077933
Georgia,Carpool,2018,0.094170329
Georgia,Drove alone,2018,0.793688079
Georgia,Bicycle,2017,0.00241585
Georgia,Walked,2017,0.015658072
Georgia,"Taxi, motorcycle, or other",2017,0.016549223
Georgia,Public transportation,2017,0.021389078
Georgia,Worked at home,2017,0.057806026
Georgia,Carpool,2017,0.098846627
Georgia,Drove alone,2017,0.787335123
Georgia,Bicycle,2016,0.002597069
Georgia,Walked,2016,0.015528373
Georgia,"Taxi, motorcycle, or other",2016,0.014348703
Georgia,Public transportation,2016,0.021365209
Georgia,Worked at home,2016,0.056420403
Georgia,Carpool,2016,0.096383733
Georgia,Drove alone,2016,0.793356511
Georgia,Bicycle,2015,0.001985405
Georgia,Walked,2015,0.0151847
Georgia,"Taxi, motorcycle, or other",2015,0.013246494
Georgia,Public transportation,2015,0.023040922
Georgia,Worked at home,2015,0.050923299
Georgia,Carpool,2015,0.099465824
Georgia,Drove alone,2015,0.796153356
Georgia,Bicycle,2014,0.002417291
Georgia,Walked,2014,0.015544222
Georgia,"Taxi, motorcycle, or other",2014,0.01411719
Georgia,Public transportation,2014,0.021098315
Georgia,Worked at home,2014,0.049584444
Georgia,Carpool,2014,0.101444132
Georgia,Drove alone,2014,0.795794406
Georgia,Bicycle,2013,0.002281147
Georgia,Walked,2013,0.015026578
Georgia,"Taxi, motorcycle, or other",2013,0.014306045
Georgia,Public transportation,2013,0.020753098
Georgia,Worked at home,2013,0.048574278
Georgia,Carpool,2013,0.103084803
Georgia,Drove alone,2013,0.795974052
Georgia,Bicycle,2012,0.001964336
Georgia,Walked,2012,0.016887215
Georgia,"Taxi, motorcycle, or other",2012,0.013324779
Georgia,Public transportation,2012,0.019694156
Georgia,Worked at home,2012,0.047819577
Georgia,Carpool,2012,0.104311334
Georgia,Drove alone,2012,0.795998602
Georgia,Bicycle,2011,0.002804451
Georgia,Walked,2011,0.016468294
Georgia,"Taxi, motorcycle, or other",2011,0.013406289
Georgia,Public transportation,2011,0.021511539
Georgia,Worked at home,2011,0.046610059
Georgia,Carpool,2011,0.105439493
Georgia,Drove alone,2011,0.793759875
Georgia,Bicycle,2010,0.002063611
Georgia,Walked,2010,0.01470244
Georgia,"Taxi, motorcycle, or other",2010,0.015823366
Georgia,Public transportation,2010,0.022735176
Georgia,Worked at home,2010,0.048297193
Georgia,Carpool,2010,0.103029511
Georgia,Drove alone,2010,0.793348703
Hawaii,Bicycle,2022,0.008613646
Hawaii,Walked,2022,0.045347558
Hawaii,"Taxi, motorcycle, or other",2022,0.025174169
Hawaii,Public transportation,2022,0.03524727
Hawaii,Worked at home,2022,0.095036279
Hawaii,Carpool,2022,0.149762982
Hawaii,Drove alone,2022,0.640818096
Hawaii,Bicycle,2021,0.007251147
Hawaii,Walked,2021,0.040143856
